language,task,tokens,lines,sloc,chars
Prolog,Multiplication-tables,229,34,29,649
Prolog,Mutual-recursion,86,14,12,217
Prolog,N-queens-problem,214,21,16,412
Prolog,Nth,209,17,14,511
Prolog,Nth-root,292,22,18,601
Prolog,Number-names,748,62,48,1982
Prolog,Number-reversal-game,217,28,21,577
Prolog,Ordered-words,390,45,24,1320
Prolog,Palindrome-detection,56,3,2,150
Prolog,Pangram-checker,134,13,10,362
Prolog,Parsing-RPN-calculator-algorithm,432,48,34,1154
Prolog,Pascals-triangle,420,19,18,774
Prolog,Perfect-numbers,266,27,19,535
Prolog,Pi,208,20,17,541
Prolog,Population-count,152,13,11,484
Prolog,Power-set,86,7,5,193
Prolog,Primality-by-trial-division,87,8,7,225
Prolog,Priority-queue,261,29,15,836
Prolog,Range-expansion,632,82,41,1735
Prolog,Range-extraction,719,90,44,1861
Prolog,Reverse-a-string,42,5,3,91
Prolog,Roman-numerals-Decode,245,33,27,828
Prolog,Rot-13,78,8,6,218
Prolog,Run-length-encoding,818,109,48,2407
Prolog,Search-a-list,288,24,19,685
Prolog,Set,576,50,37,1328
Prolog,Short-circuit-evaluation,333,27,21,853
Prolog,Sierpinski-carpet,491,41,37,1402
Prolog,Sierpinski-triangle,366,41,33,872
Prolog,Sieve-of-Eratosthenes,192,15,10,462
Prolog,Sort-using-a-custom-comparator,156,19,15,418
Prolog,Sorting-algorithms-Bubble-sort,275,21,15,779
Prolog,Sorting-algorithms-Insertion-sort,143,20,11,354
Prolog,Sorting-algorithms-Quicksort,162,9,5,354
Prolog,Sorting-algorithms-Selection-sort,145,18,12,356
Prolog,Stack,80,12,3,272
Prolog,String-concatenation,62,10,7,202
Prolog,String-matching,265,44,21,784
Prolog,Strip-whitespace-from-a-string-Top-and-tail,367,87,72,1249
Prolog,Substring,202,18,15,692
Prolog,Substring-Top-and-tail,121,13,11,365
Prolog,Sum-and-product-of-an-array,144,24,16,372
Prolog,Sum-digits-of-an-integer,186,22,18,498
Prolog,Sum-multiples-of-3-and-5,183,17,13,358
Prolog,Symmetric-difference,190,16,15,517
Prolog,Temperature-conversion,153,15,13,424
Prolog,The-Twelve-Days-of-Christmas,410,43,35,1108
Prolog,Towers-of-Hanoi,145,18,13,373
Prolog,Vector-products,192,17,13,439
Python,100-doors,44,2,1,108
Python,100-prisoners,594,80,59,2514
Python,24-game,498,69,57,1941
Python,99-bottles-of-beer,661,112,72,2565
Python,ABC-problem,236,26,22,827
Python,Accumulator-factory,50,12,10,151
Python,Ackermann-function,69,11,9,188
Python,Align-columns,269,22,18,867
Python,Almost-prime,282,39,25,898
Python,Anagrams,227,26,21,721
Python,Anonymous-recursion,124,5,4,265
Python,Anti-primes,252,36,31,825
Python,Arbitrary-precision-integers-included-,80,4,3,186
Python,Arithmetic-Complex,178,24,23,295
Python,Arithmetic-Integer,173,15,10,522
Python,Arithmetic-geometric-mean,145,17,13,461
Python,Array-concatenation,104,8,7,165
Python,Averages-Arithmetic-mean,51,7,6,138
Python,Averages-Mode,84,11,9,235
Python,Averages-Pythagorean-means,115,21,12,357
Python,Babbage-problem,121,18,4,398
Python,Balanced-brackets,245,26,25,837
Python,Binary-search,97,9,6,360
Python,Bitwise-operations,330,42,38,1233
Python,Bulls-and-cows,317,36,31,1152
Python,CSV-data-manipulation,101,12,9,376
Python,Caesar-cipher,120,12,11,445
Python,Case-sensitivity-of-identifiers,35,6,4,106
Python,Catalan-numbers,310,50,34,1018
Python,Check-that-file-exists,29,7,5,113
Python,Classes,273,39,32,1119
Python,Comma-quibbling,147,13,9,466
Python,Create-a-two-dimensional-array-at-runtime,79,5,3,219
Python,Create-an-HTML-table,163,18,14,616
Python,Cumulative-standard-deviation,169,26,21,369
Python,Date-format,104,13,7,341
Python,Day-of-the-week,499,72,46,1754
Python,Department-numbers,164,16,9,595
Python,Detect-division-by-zero,32,8,7,107
Python,Determine-if-a-string-is-numeric,55,6,4,147
Python,Digital-root,424,65,40,1430
Python,Dot-product,685,92,55,2475
Python,Empty-string,129,27,16,461
Python,Entropy,136,23,20,447
Python,Ethiopian-multiplication,340,45,35,1249
Python,Even-or-odd,160,10,7,398
Python,Factorial,31,6,5,99
Python,Factors-of-an-integer,118,16,14,378
Python,Fibonacci-sequence,84,8,6,216
Python,Filter,64,6,4,187
Python,Five-weekends,352,39,32,1375
Python,FizzBuzz,63,10,9,179
Python,Function-composition,123,24,13,475
Python,Gray-code,124,18,14,355
Python,Guess-the-number,153,25,20,402
Python,Guess-the-number-With-feedback,189,27,23,722
Python,Hailstone-sequence,189,21,16,550
Python,Happy-numbers,407,80,50,1514
Python,Harshad-or-Niven-series,144,18,13,316
Python,Haversine-formula,166,20,13,430
Python,Horners-rule-for-polynomial-evaluation,54,9,7,133
Python,Identity-matrix,91,12,8,358
Python,Integer-comparison,105,16,13,338
Python,JSON,116,11,10,305
Python,Knapsack-problem-0-1,451,37,33,1367
Python,Knuth-shuffle,140,22,19,491
Python,Last-Friday-of-each-month,130,18,15,473
Python,Least-common-multiple,118,20,18,294
Python,Levenshtein-distance,231,19,17,711
Python,Logical-operations,37,5,4,104
Python,Look-and-say-sequence,72,10,7,276
Python,Loop-over-multiple-arrays-simultaneously,29,7,4,92
Python,Loops-Break,43,10,8,142
Python,Loops-Continue,34,6,5,99
Python,Loops-Do-while,29,6,5,70
Python,Loops-N-plus-one-half,40,8,7,109
Python,Loops-Nested,74,15,12,290
Python,Luhn-test-of-credit-card-numbers,198,38,27,749
Python,Map-range,161,17,9,440
Python,Middle-three-digits,654,86,55,2263
Python,Monty-Hall-problem,338,46,31,1268
Python,Multiplication-tables,607,104,64,2338
Python,Mutual-recursion,68,6,4,169
Python,N-queens-problem,392,14,13,610
Python,Nth,119,16,12,360
Python,Nth-root,136,14,10,369
Python,Number-names,637,50,47,2040
Python,Number-reversal-game,160,23,18,609
Python,Ordered-words,93,9,7,352
Python,Palindrome-detection,101,16,15,306
Python,Pangram-checker,67,10,7,244
Python,Parsing-RPN-calculator-algorithm,520,60,53,1757
Python,Pascals-triangle,105,18,14,314
Python,Perfect-numbers,214,23,18,689
Python,Pi,210,27,25,559
Python,Population-count,383,17,16,651
Python,Power-set,214,27,25,473
Python,Primality-by-trial-division,64,5,4,152
Python,Priority-queue,835,90,62,3333
Python,Range-expansion,102,12,10,297
Python,Range-extraction,418,50,40,1275
Python,Real-constants-and-functions,176,17,12,634
Python,Reverse-a-string,41,4,3,114
Python,Roman-numerals-Decode,161,15,12,509
Python,Rot-13,144,21,14,550
Python,Run-length-encoding,252,23,19,655
Python,Search-a-list,91,10,9,302
Python,Set,450,50,49,865
Python,Short-circuit-evaluation,432,33,14,1259
Python,Sierpinski-carpet,109,19,16,382
Python,Sierpinski-triangle,80,12,7,270
Python,Sieve-of-Eratosthenes,311,13,12,786
Python,Sleep,32,7,5,146
Python,Sort-using-a-custom-comparator,38,5,3,117
Python,Sorting-algorithms-Bubble-sort,199,27,22,784
Python,Sorting-algorithms-Gnome-sort,133,16,14,263
Python,Sorting-algorithms-Insertion-sort,67,9,8,191
Python,Sorting-algorithms-Quicksort,97,10,8,338
Python,Sorting-algorithms-Selection-sort,48,6,5,166
Python,Stack,27,6,5,118
Python,String-concatenation,40,6,4,98
Python,String-matching,91,8,7,246
Python,Strip-whitespace-from-a-string-Top-and-tail,94,11,10,239
Python,Substring,177,21,20,560
Python,Substring-Top-and-tail,302,56,31,1009
Python,Sum-and-product-of-an-array,31,7,5,89
Python,Sum-digits-of-an-integer,113,16,14,362
Python,Sum-multiples-of-3-and-5,532,72,46,1761
Python,Symmetric-difference,84,8,7,255
Python,Take-notes-on-the-command-line,96,13,11,338
Python,Temperature-conversion,326,21,18,839
Python,The-Twelve-Days-of-Christmas,185,24,21,633
Python,Towers-of-Hanoi,241,29,19,772
Python,Vector-products,389,28,23,968
R,100-doors,53,6,4,158
R,100-prisoners,277,33,27,935
R,24-game,446,55,52,1840
R,99-bottles-of-beer,281,9,3,762
R,ABC-problem,321,44,42,921
R,Accumulator-factory,36,8,7,135
R,Ackermann-function,66,10,9,158
R,Align-columns,288,26,18,932
R,Almost-prime,314,50,28,1278
R,Anagrams,257,23,18,1008
R,Anonymous-recursion,49,5,4,123
R,Anti-primes,131,24,18,344
R,Arbitrary-precision-integers-included-,103,7,6,285
R,Arithmetic-Complex,216,14,13,357
R,Arithmetic-Integer,102,11,10,266
R,Arithmetic-geometric-mean,140,15,12,424
R,Array-concatenation,36,4,3,50
R,Arrays,26,8,4,66
R,Averages-Arithmetic-mean,26,5,4,65
R,Averages-Mode,146,15,12,376
R,Babbage-problem,51,9,8,144
R,Balanced-brackets,61,7,5,216
R,Binary-search,95,16,15,274
R,Bitwise-operations,98,9,7,246
R,Bulls-and-cows,273,33,31,971
R,CSV-data-manipulation,75,10,8,156
R,Caesar-cipher,233,29,18,739
R,Case-sensitivity-of-identifiers,92,15,10,285
R,Catalan-numbers,91,5,4,198
R,Check-that-file-exists,41,8,5,154
R,Classes,178,25,19,600
R,Comma-quibbling,246,20,17,764
R,Count-occurrences-of-a-substring,59,6,4,181
R,Create-a-two-dimensional-array-at-runtime,91,8,7,276
R,Create-an-HTML-table,164,16,14,499
R,Cumulative-standard-deviation,259,16,8,599
R,Date-format,29,4,3,75
R,Day-of-the-week,268,22,9,747
R,Department-numbers,114,6,5,389
R,Detect-division-by-zero,31,5,3,62
R,Determine-if-a-string-is-numeric,37,4,3,116
R,Digital-root,80,14,13,254
R,Dot-product,109,17,12,276
R,Empty-string,61,10,5,149
R,Entropy,53,8,6,141
R,Ethiopian-multiplication,189,20,17,540
R,Even-or-odd,49,6,3,116
R,Factorial,28,5,4,65
R,Factors-of-an-integer,56,4,2,208
R,Fibonacci-sequence,232,40,30,624
R,Five-weekends,119,7,6,353
R,FizzBuzz,57,3,2,143
R,Function-composition,28,4,3,85
R,Gray-code,185,26,24,597
R,Greatest-common-divisor,42,8,7,91
R,Guess-the-number,61,9,8,213
R,Guess-the-number-With-feedback,390,34,27,1494
R,Hailstone-sequence,407,31,16,1417
R,Happy-numbers,64,10,8,154
R,Harshad-or-Niven-series,181,27,22,533
R,Haversine-formula,284,21,9,768
R,Horners-rule-for-polynomial-evaluation,60,10,8,126
R,Identity-matrix,38,8,7,109
R,Integer-comparison,104,12,11,309
R,JSON,29,4,3,76
R,Knapsack-problem-0-1,779,80,73,2224
R,Knuth-shuffle,130,20,18,346
R,Last-Friday-of-each-month,99,8,7,270
R,Leap-year,82,8,6,197
R,Least-common-multiple,64,6,3,139
R,Logical-operations,41,10,8,131
R,Look-and-say-sequence,134,16,10,464
R,Loop-over-multiple-arrays-simultaneously,147,22,14,544
R,Loops-Break,77,13,12,211
R,Loops-Continue,40,11,10,98
R,Loops-Do-while,33,8,7,69
R,Loops-For,39,8,7,92
R,Loops-N-plus-one-half,36,11,10,93
R,Loops-Nested,106,23,22,314
R,Loops-While,28,7,6,56
R,Luhn-test-of-credit-card-numbers,105,8,5,293
R,Map-range,167,10,8,469
R,Middle-three-digits,343,37,29,1029
R,Monty-Hall-problem,609,59,28,2266
R,Multiplication-tables,80,11,10,245
R,Mutual-recursion,46,3,2,100
R,Nth,167,19,13,408
R,Nth-root,132,13,12,283
R,Number-names,729,52,43,2008
R,Number-reversal-game,225,25,18,726
R,Ordered-words,123,11,8,416
R,Palindrome-detection,60,9,8,215
R,Pangram-checker,89,11,9,288
R,Parsing-RPN-calculator-algorithm,308,38,31,976
R,Pascals-triangle,80,11,10,220
R,Perfect-numbers,95,12,10,246
R,Pi,413,51,46,1057
R,Population-count,215,19,18,670
R,Power-set,35,4,3,71
R,Primality-by-trial-division,121,5,2,222
R,Priority-queue,195,27,25,629
R,Range-expansion,121,8,6,273
R,Range-extraction,262,17,14,537
R,Real-constants-and-functions,91,12,11,356
R,Reverse-a-string,44,8,7,164
R,Rot-13,168,11,10,418
R,Run-length-encoding,104,12,10,372
R,Search-a-list,135,9,7,429
R,Short-circuit-evaluation,132,28,20,287
R,Sierpinski-carpet,360,27,22,891
R,Sierpinski-triangle,124,14,13,298
R,Sieve-of-Eratosthenes,155,20,18,357
R,Sleep,31,10,8,124
R,Sort-using-a-custom-comparator,41,3,2,111
R,Sorting-algorithms-Bubble-sort,258,24,22,672
R,Sorting-algorithms-Gnome-sort,279,30,27,643
R,Sorting-algorithms-Insertion-sort,122,18,16,328
R,Sorting-algorithms-Quicksort,93,13,11,286
R,Sorting-algorithms-Selection-sort,79,12,11,228
R,Stack,329,55,28,830
R,String-concatenation,61,5,4,209
R,String-matching,161,15,10,523
R,Strip-whitespace-from-a-string-Top-and-tail,59,11,7,127
R,Substring,116,10,9,318
R,Substring-Top-and-tail,58,5,4,170
R,Sum-digits-of-an-integer,149,28,21,418
R,Sum-multiples-of-3-and-5,49,4,3,101
R,Symmetric-difference,99,8,6,240
R,Take-notes-on-the-command-line,95,13,9,312
R,Temperature-conversion,84,15,11,254
R,The-Twelve-Days-of-Christmas,193,9,7,594
R,Towers-of-Hanoi,115,12,10,270
R,Vector-products,389,58,27,1612
Ruby,100-doors,76,8,7,193
Ruby,100-prisoners,179,23,20,526
Ruby,24-game,295,41,35,989
Ruby,99-bottles-of-beer,115,14,13,330
Ruby,ABC-problem,110,8,6,296
Ruby,Accumulator-factory,53,10,7,152
Ruby,Ackermann-function,56,10,9,110
Ruby,Align-columns,439,44,35,1470
Ruby,Almost-prime,75,9,6,223
Ruby,Anagrams,119,18,14,389
Ruby,Anonymous-recursion,65,6,5,144
Ruby,Anti-primes,143,19,16,461
Ruby,Arbitrary-precision-integers-included-,49,3,2,99
Ruby,Arithmetic-Complex,186,15,11,553
Ruby,Arithmetic-Integer,139,13,11,415
Ruby,Arithmetic-geometric-mean,178,22,14,576
Ruby,Array-concatenation,101,6,5,147
Ruby,Arrays,200,21,9,514
Ruby,Averages-Arithmetic-mean,77,10,8,170
Ruby,Averages-Mode,282,28,25,641
Ruby,Averages-Pythagorean-means,168,29,23,454
Ruby,Babbage-problem,31,4,3,62
Ruby,Balanced-brackets,176,18,15,467
Ruby,Binary-search,215,25,22,558
Ruby,Bitwise-operations,142,14,12,352
Ruby,Bulls-and-cows,317,42,38,1097
Ruby,CSV-data-manipulation,81,13,7,266
Ruby,Caesar-cipher,87,13,8,246
Ruby,Case-sensitivity-of-identifiers,139,15,13,423
Ruby,Catalan-numbers,328,40,26,876
Ruby,Check-that-file-exists,65,5,4,186
Ruby,Classes,59,14,9,203
Ruby,Comma-quibbling,82,9,7,208
Ruby,Count-occurrences-of-a-substring,55,7,5,171
Ruby,Create-a-two-dimensional-array-at-runtime,44,6,5,111
Ruby,Create-an-HTML-table,142,23,19,363
Ruby,Cumulative-standard-deviation,203,26,20,495
Ruby,Date-format,55,5,4,172
Ruby,Day-of-the-week,37,4,2,100
Ruby,Department-numbers,31,2,1,77
Ruby,Detect-division-by-zero,35,10,9,101
Ruby,Determine-if-a-string-is-numeric,35,10,9,109
Ruby,Digital-root,239,25,23,715
Ruby,Dot-product,69,9,7,188
Ruby,Entropy,64,12,9,207
Ruby,Ethiopian-multiplication,312,16,15,896
Ruby,Even-or-odd,110,11,4,322
Ruby,Factorial,298,40,26,925
Ruby,Factors-of-an-integer,86,10,9,234
Ruby,Fibonacci-sequence,74,14,12,165
Ruby,Filter,44,4,3,78
Ruby,Five-weekends,198,16,10,610
Ruby,FizzBuzz,56,7,6,128
Ruby,Function-composition,74,9,6,187
Ruby,Gray-code,199,26,21,614
Ruby,Greatest-common-divisor,43,8,7,84
Ruby,Guess-the-number,35,5,4,112
Ruby,Guess-the-number-With-feedback,94,20,17,344
Ruby,Hailstone-sequence,304,39,32,968
Ruby,Happy-numbers,112,15,13,293
Ruby,Harshad-or-Niven-series,73,5,3,205
Ruby,Haversine-formula,169,19,13,456
Ruby,Horners-rule-for-polynomial-evaluation,53,5,4,124
Ruby,Identity-matrix,61,8,6,157
Ruby,Integer-comparison,85,9,7,231
Ruby,JSON,67,9,6,210
Ruby,Knapsack-problem-0-1,819,64,56,2662
Ruby,Knuth-shuffle,129,22,19,329
Ruby,Last-Friday-of-each-month,98,11,7,330
Ruby,Least-common-multiple,100,15,12,206
Ruby,Levenshtein-distance,251,35,27,667
Ruby,Logical-operations,71,7,6,156
Ruby,Look-and-say-sequence,53,9,7,137
Ruby,Loop-over-multiple-arrays-simultaneously,38,2,1,72
Ruby,Loops-Break,46,11,10,106
Ruby,Loops-Continue,34,4,3,73
Ruby,Loops-Do-while,30,7,6,68
Ruby,Loops-For,33,7,6,71
Ruby,Loops-N-plus-one-half,30,7,6,71
Ruby,Loops-Nested,75,15,12,224
Ruby,Loops-While,25,6,5,48
Ruby,Luhn-test-of-credit-card-numbers,153,10,8,351
Ruby,Map-range,85,7,5,192
Ruby,Middle-three-digits,119,15,7,438
Ruby,Monty-Hall-problem,229,28,14,752
Ruby,Multiplication-tables,111,13,11,259
Ruby,Mutual-recursion,74,10,8,145
Ruby,N-queens-problem,291,40,36,841
Ruby,Nth,123,19,17,359
Ruby,Nth-root,92,11,9,212
Ruby,Number-names,530,61,48,1679
Ruby,Number-reversal-game,91,12,11,272
Ruby,Ordered-words,66,9,7,237
Ruby,Palindrome-detection,52,10,9,126
Ruby,Pangram-checker,70,8,6,215
Ruby,Parsing-RPN-calculator-algorithm,33,3,2,66
Ruby,Pascals-triangle,91,11,9,253
Ruby,Perfect-numbers,42,8,7,88
Ruby,Pi,186,25,23,421
Ruby,Population-count,130,16,11,353
Ruby,Power-set,392,45,29,1374
Ruby,Primality-by-trial-division,77,11,10,244
Ruby,Priority-queue,483,83,71,1502
Ruby,Range-expansion,88,12,10,221
Ruby,Range-extraction,393,36,23,1294
Ruby,Real-constants-and-functions,86,14,13,243
Ruby,Reverse-a-string,39,4,3,89
Ruby,Roman-numerals-Decode,378,29,27,946
Ruby,Rot-13,68,10,6,206
Ruby,Run-length-encoding,69,10,8,216
Ruby,Search-a-list,70,10,8,224
Ruby,Set,531,44,43,1102
Ruby,Short-circuit-evaluation,143,19,16,358
Ruby,Sierpinski-carpet,192,31,25,519
Ruby,Sierpinski-triangle,70,9,7,202
Ruby,Sieve-of-Eratosthenes,76,10,8,178
Ruby,Sleep,35,6,4,159
Ruby,Sort-using-a-custom-comparator,29,3,2,107
Ruby,Sorting-algorithms-Bubble-sort,201,25,23,497
Ruby,Sorting-algorithms-Gnome-sort,172,21,19,362
Ruby,Sorting-algorithms-Insertion-sort,150,18,16,329
Ruby,Sorting-algorithms-Quicksort,67,9,8,205
Ruby,Sorting-algorithms-Selection-sort,479,56,35,1558
Ruby,Stack,223,20,18,798
Ruby,String-concatenation,168,24,14,691
Ruby,String-matching,142,11,10,411
Ruby,Strip-whitespace-from-a-string-Top-and-tail,55,6,5,187
Ruby,Substring,108,11,10,316
Ruby,Substring-Top-and-tail,83,6,5,246
Ruby,Sum-and-product-of-an-array,80,6,3,188
Ruby,Sum-multiples-of-3-and-5,107,13,10,196
Ruby,Symmetric-difference,67,5,4,184
Ruby,Take-notes-on-the-command-line,61,7,6,173
Ruby,Temperature-conversion,589,48,39,1592
Ruby,The-Twelve-Days-of-Christmas,150,23,20,517
Ruby,Towers-of-Hanoi,247,30,18,790
Ruby,Vector-products,153,21,16,465
Rust,100-doors,121,18,17,424
Rust,100-prisoners,418,43,31,1435
Rust,24-game,739,109,93,2897
Rust,99-bottles-of-beer,198,30,26,636
Rust,ABC-problem,325,30,26,1094
Rust,Accumulator-factory,580,96,79,1927
Rust,Ackermann-function,95,15,13,236
Rust,Align-columns,557,65,59,2141
Rust,Almost-prime,249,40,35,749
Rust,Anagrams,849,43,39,2231
Rust,Anonymous-recursion,333,44,38,1033
Rust,Anti-primes,154,25,23,513
Rust,Arbitrary-precision-integers-included-,177,17,13,644
Rust,Arithmetic-Complex,144,17,13,427
Rust,Arithmetic-Integer,123,14,11,447
Rust,Arithmetic-geometric-mean,261,32,24,839
Rust,Array-concatenation,114,16,11,334
Rust,Arrays,26,6,5,57
Rust,Averages-Arithmetic-mean,138,16,12,323
Rust,Averages-Mode,279,32,27,833
Rust,Averages-Pythagorean-means,160,17,15,450
Rust,Babbage-problem,64,11,10,224
Rust,Balanced-brackets,208,41,29,862
Rust,Binary-search,114,16,15,414
Rust,Bitwise-operations,161,13,12,374
Rust,Bulls-and-cows,584,83,68,2460
Rust,CSV-data-manipulation,213,29,20,853
Rust,Caesar-cipher,293,37,28,983
Rust,Case-sensitivity-of-identifiers,47,7,6,159
Rust,Catalan-numbers,186,34,27,618
Rust,Check-that-file-exists,101,19,17,468
Rust,Classes,166,31,17,718
Rust,Comma-quibbling,133,19,17,484
Rust,Count-occurrences-of-a-substring,35,5,4,132
Rust,Create-a-two-dimensional-array-at-runtime,143,16,11,509
Rust,Create-an-HTML-table,257,27,16,849
Rust,Cumulative-standard-deviation,204,33,27,673
Rust,Date-format,43,6,5,141
Rust,Day-of-the-week,65,9,6,210
Rust,Department-numbers,118,20,18,547
Rust,Detect-division-by-zero,91,12,10,345
Rust,Determine-if-a-string-is-numeric,233,35,29,805
Rust,Digital-root,332,44,35,1101
Rust,Dot-product,277,30,24,819
Rust,Empty-string,78,10,9,278
Rust,Entropy,145,21,17,458
Rust,Ethiopian-multiplication,197,36,30,650
Rust,Even-or-odd,37,3,2,69
Rust,Factorial,103,20,17,350
Rust,Factors-of-an-integer,193,19,15,668
Rust,Fibonacci-sequence,69,13,11,244
Rust,Filter,122,13,10,396
Rust,Five-weekends,338,46,34,1110
Rust,FizzBuzz,138,19,16,456
Rust,Function-composition,73,8,7,182
Rust,Gray-code,111,19,15,341
Rust,Greatest-common-divisor,43,8,6,112
Rust,Guess-the-number,170,26,23,772
Rust,Guess-the-number-With-feedback,218,39,29,920
Rust,Hailstone-sequence,331,41,31,1158
Rust,Happy-numbers,202,38,32,550
Rust,Harshad-or-Niven-series,158,17,15,482
Rust,Haversine-formula,296,39,32,912
Rust,Horners-rule-for-polynomial-evaluation,161,21,18,452
Rust,Identity-matrix,249,42,39,887
Rust,Integer-comparison,160,20,18,535
Rust,JSON,70,10,7,285
Rust,Knapsack-problem-0-1,812,74,61,2944
Rust,Knuth-shuffle,125,22,16,382
Rust,Last-Friday-of-each-month,141,15,13,467
Rust,Leap-year,43,5,4,117
Rust,Least-common-multiple,233,24,20,567
Rust,Levenshtein-distance,320,33,27,1043
Rust,Logical-operations,108,14,12,349
Rust,Look-and-say-sequence,180,31,26,706
Rust,Loop-over-multiple-arrays-simultaneously,89,10,8,210
Rust,Loops-Break,80,17,13,304
Rust,Loops-Continue,46,11,10,169
Rust,Loops-Do-while,34,9,6,90
Rust,Loops-For,37,10,8,121
Rust,Loops-N-plus-one-half,43,11,10,155
Rust,Loops-Nested,124,23,18,445
Rust,Loops-While,37,8,7,108
Rust,Luhn-test-of-credit-card-numbers,390,50,41,1387
Rust,Map-range,240,19,16,589
Rust,Middle-three-digits,262,31,28,810
Rust,Monty-Hall-problem,217,28,22,762
Rust,Multiplication-tables,144,22,19,460
Rust,Mutual-recursion,131,26,22,354
Rust,N-queens-problem,271,34,31,881
Rust,Nth,166,21,19,463
Rust,Nth-root,145,18,12,340
Rust,Number-names,655,72,66,2230
Rust,Number-reversal-game,321,47,41,1340
Rust,Ordered-words,226,44,35,924
Rust,Palindrome-detection,168,26,23,517
Rust,Pangram-checker,537,70,48,1918
Rust,Parsing-RPN-calculator-algorithm,368,55,50,1960
Rust,Pascals-triangle,92,16,14,226
Rust,Perfect-numbers,205,22,20,642
Rust,Pi,286,38,35,865
Rust,Population-count,208,23,22,662
Rust,Power-set,226,30,24,827
Rust,Primality-by-trial-division,130,18,16,381
Rust,Priority-queue,312,49,39,1097
Rust,Range-expansion,211,27,23,848
Rust,Range-extraction,32,2,1,97
Rust,Real-constants-and-functions,178,25,13,595
Rust,Reverse-a-string,51,4,3,133
Rust,Roman-numerals-Decode,392,36,31,1170
Rust,Rot-13,114,14,12,309
Rust,Run-length-encoding,430,56,43,1784
Rust,Search-a-list,133,9,7,447
Rust,Set,192,16,13,641
Rust,Short-circuit-evaluation,109,20,17,357
Rust,Sierpinski-carpet,166,25,21,586
Rust,Sierpinski-triangle,226,38,26,869
Rust,Sieve-of-Eratosthenes,401,32,27,1199
Rust,Sleep,116,20,14,557
Rust,Sort-using-a-custom-comparator,70,6,5,208
Rust,Sorting-algorithms-Bubble-sort,207,34,24,731
Rust,Sorting-algorithms-Gnome-sort,199,27,24,597
Rust,Sorting-algorithms-Insertion-sort,75,10,9,216
Rust,Sorting-algorithms-Quicksort,426,54,43,1374
Rust,Sorting-algorithms-Selection-sort,152,30,20,526
Rust,Stack,778,110,81,2980
Rust,String-concatenation,36,8,6,121
Rust,String-matching,190,23,16,745
Rust,Strip-whitespace-from-a-string-Top-and-tail,111,9,7,412
Rust,Substring,203,21,10,689
Rust,Substring-Top-and-tail,165,29,25,576
Rust,Sum-and-product-of-an-array,152,14,9,441
Rust,Sum-digits-of-an-integer,100,19,16,371
Rust,Sum-multiples-of-3-and-5,519,37,30,1412
Rust,Symmetric-difference,84,14,11,291
Rust,Take-notes-on-the-command-line,321,45,36,1224
Rust,Temperature-conversion,170,22,19,669
Rust,The-Twelve-Days-of-Christmas,214,28,24,896
Rust,Towers-of-Hanoi,94,12,10,247
Rust,Vector-products,389,46,38,1206
Scala,100-doors,51,4,3,127
Scala,100-prisoners,372,61,51,1301
Scala,24-game,1443,155,118,5926
Scala,ABC-problem,544,51,37,1895
Scala,Accumulator-factory,49,9,8,141
Scala,Ackermann-function,51,5,4,147
Scala,Align-columns,327,29,24,1240
Scala,Almost-prime,192,17,14,470
Scala,Anagrams,70,5,4,229
Scala,Anonymous-recursion,108,10,7,234
Scala,Anti-primes,98,3,2,260
Scala,Arbitrary-precision-integers-included-,409,22,18,1127
Scala,Arithmetic-Complex,360,36,29,1177
Scala,Arithmetic-Integer,118,10,8,386
Scala,Arithmetic-geometric-mean,82,7,5,186
Scala,Array-concatenation,104,9,5,201
Scala,Arrays,72,12,4,248
Scala,Averages-Arithmetic-mean,28,2,1,84
Scala,Averages-Mode,114,11,10,354
Scala,Averages-Pythagorean-means,141,15,11,435
Scala,Babbage-problem,135,19,13,413
Scala,Balanced-brackets,165,29,23,600
Scala,Binary-search,113,10,9,332
Scala,Bitwise-operations,162,12,11,455
Scala,Bulls-and-cows,273,43,37,1126
Scala,CSV-data-manipulation,292,29,14,812
Scala,Caesar-cipher,129,13,11,400
Scala,Case-sensitivity-of-identifiers,44,5,4,139
Scala,Catalan-numbers,112,12,9,325
Scala,Check-that-file-exists,129,18,11,530
Scala,Classes,196,25,15,772
Scala,Comma-quibbling,128,14,11,381
Scala,Create-a-two-dimensional-array-at-runtime,76,11,9,226
Scala,Create-an-HTML-table,145,18,15,440
Scala,Cumulative-standard-deviation,272,27,18,863
Scala,Date-format,41,6,4,118
Scala,Day-of-the-week,208,19,13,630
Scala,Department-numbers,128,11,9,439
Scala,Detect-division-by-zero,129,24,19,444
Scala,Determine-if-a-string-is-numeric,60,4,3,128
Scala,Digital-root,192,13,11,531
Scala,Dot-product,136,16,13,361
Scala,Empty-string,70,11,7,239
Scala,Entropy,114,13,9,311
Scala,Ethiopian-multiplication,286,27,20,741
Scala,Even-or-odd,40,3,2,111
Scala,Factorial,34,7,6,81
Scala,Factors-of-an-integer,51,5,4,163
Scala,Fibonacci-sequence,63,7,6,180
Scala,Five-weekends,503,36,28,1469
Scala,FizzBuzz,87,8,6,229
Scala,Function-composition,59,8,5,160
Scala,Gray-code,106,7,5,297
Scala,Greatest-common-divisor,43,8,7,106
Scala,Guess-the-number,42,5,4,140
Scala,Guess-the-number-With-feedback,154,18,15,559
Scala,Hailstone-sequence,210,16,14,706
Scala,Happy-numbers,158,25,23,489
