language,task,tokens,lines,sloc,chars
Scala,Harshad-or-Niven-series,64,7,5,194
Scala,Haversine-formula,175,19,14,473
Scala,Horners-rule-for-polynomial-evaluation,33,3,2,90
Scala,Identity-matrix,62,5,3,193
Scala,Integer-comparison,100,13,12,297
Scala,JSON,77,9,6,276
Scala,Knapsack-problem-0-1,1209,100,87,3400
Scala,Knuth-shuffle,66,10,9,166
Scala,Last-Friday-of-each-month,168,25,20,640
Scala,Least-common-multiple,48,3,2,104
Scala,Levenshtein-distance,335,35,27,1008
Scala,Logical-operations,82,8,6,228
Scala,Look-and-say-sequence,141,18,14,492
Scala,Loop-over-multiple-arrays-simultaneously,32,4,3,84
Scala,Loops-Break,111,20,17,377
Scala,Loops-Continue,61,3,2,140
Scala,Loops-Do-while,70,6,5,196
Scala,Loops-For,29,6,5,77
Scala,Loops-N-plus-one-half,33,10,9,79
Scala,Loops-Nested,72,10,9,227
Scala,Loops-While,50,3,2,133
Scala,Luhn-test-of-credit-card-numbers,236,27,25,779
Scala,Map-range,98,5,3,207
Scala,Middle-three-digits,246,22,12,760
Scala,Monty-Hall-problem,286,34,27,1103
Scala,Multiplication-tables,159,19,17,400
Scala,Mutual-recursion,80,8,6,197
Scala,N-queens-problem,342,50,44,1092
Scala,Nth,168,21,18,485
Scala,Nth-root,85,3,2,240
Scala,Number-names,1361,107,76,4689
Scala,Number-reversal-game,261,30,27,970
Scala,Ordered-words,177,21,11,617
Scala,Palindrome-detection,67,10,7,220
Scala,Pangram-checker,43,6,4,149
Scala,Parsing-RPN-calculator-algorithm,329,41,35,1266
Scala,Pascals-triangle,70,6,5,174
Scala,Perfect-numbers,42,2,1,125
Scala,Pi,289,37,32,814
Scala,Population-count,172,20,12,569
Scala,Power-set,79,8,7,264
Scala,Primality-by-trial-division,238,23,17,666
Scala,Priority-queue,102,10,7,364
Scala,Range-expansion,76,7,6,189
Scala,Range-extraction,279,26,22,753
Scala,Real-constants-and-functions,142,13,12,498
Scala,Reverse-a-string,128,12,11,470
Scala,Roman-numerals-Decode,351,27,19,912
Scala,Rot-13,136,13,10,363
Scala,Run-length-encoding,72,5,4,203
Scala,Search-a-list,87,4,3,295
Scala,Set,85,11,10,223
Scala,Short-circuit-evaluation,165,18,16,504
Scala,Sierpinski-carpet,87,7,5,272
Scala,Sierpinski-triangle,112,13,12,346
Scala,Sieve-of-Eratosthenes,287,23,15,908
Scala,Sleep,72,9,8,294
Scala,Sort-using-a-custom-comparator,63,5,4,160
Scala,Sorting-algorithms-Bubble-sort,127,15,13,423
Scala,Sorting-algorithms-Gnome-sort,132,14,13,302
Scala,Sorting-algorithms-Insertion-sort,70,7,6,242
Scala,Sorting-algorithms-Quicksort,76,7,6,226
Scala,Sorting-algorithms-Selection-sort,106,7,5,282
Scala,Stack,88,14,10,356
Scala,String-concatenation,78,6,4,311
Scala,String-matching,95,9,7,282
Scala,Strip-whitespace-from-a-string-Top-and-tail,174,17,12,547
Scala,Substring,296,24,10,1059
Scala,Substring-Top-and-tail,43,4,3,186
Scala,Sum-and-product-of-an-array,43,4,3,99
Scala,Sum-digits-of-an-integer,277,20,19,1001
Scala,Sum-multiples-of-3-and-5,326,22,14,872
Scala,Symmetric-difference,132,9,6,401
Scala,Take-notes-on-the-command-line,156,20,18,623
Scala,Temperature-conversion,252,28,22,793
Scala,The-Twelve-Days-of-Christmas,236,26,22,737
Scala,Towers-of-Hanoi,286,37,27,867
Scala,Vector-products,260,20,17,662
SQL,100-doors,151,24,20,346
SQL,99-bottles-of-beer,235,30,23,848
SQL,Arithmetic-Integer,83,21,9,339
SQL,Arithmetic-geometric-mean,116,14,13,263
SQL,Averages-Arithmetic-mean,38,6,3,144
SQL,Averages-Mode,174,35,32,726
SQL,Averages-Pythagorean-means,112,19,16,463
SQL,Babbage-problem,695,58,43,2312
SQL,Cumulative-standard-deviation,291,35,26,1083
SQL,Date-format,38,4,2,130
SQL,Day-of-the-week,117,11,10,310
SQL,Determine-if-a-string-is-numeric,56,8,5,167
SQL,Dot-product,34,4,3,92
SQL,Even-or-odd,80,14,10,291
SQL,Factorial,50,7,6,120
SQL,Fibonacci-sequence,85,17,13,263
SQL,Filter,86,8,7,269
SQL,FizzBuzz,91,12,11,316
SQL,Gray-code,218,33,22,634
SQL,Greatest-common-divisor,230,44,33,637
SQL,Integer-comparison,118,22,14,405
SQL,Knapsack-problem-0-1,508,47,44,1496
SQL,Last-Friday-of-each-month,56,5,4,168
SQL,Look-and-say-sequence,346,48,41,1115
SQL,Middle-three-digits,113,13,12,388
SQL,N-queens-problem,314,31,29,1042
SQL,Nth,48,8,6,158
SQL,Number-names,64,11,9,195
SQL,Palindrome-detection,33,3,2,100
SQL,Primality-by-trial-division,142,30,28,496
SQL,Range-expansion,1319,117,88,3995
SQL,Range-extraction,1934,111,83,4884
SQL,Rot-13,198,26,24,620
SQL,Run-length-encoding,410,63,59,1372
SQL,Set,383,84,42,1405
SQL,Sum-digits-of-an-integer,379,41,29,1249
SQL,Symmetric-difference,91,15,14,385
SQL,The-Twelve-Days-of-Christmas,352,36,35,1127
Swift,100-doors,149,21,13,532
Swift,100-prisoners,443,82,63,1560
Swift,24-game,428,75,57,1883
Swift,99-bottles-of-beer,71,6,5,226
Swift,ABC-problem,258,34,26,878
Swift,Accumulator-factory,56,12,10,182
Swift,Ackermann-function,68,10,9,195
Swift,Align-columns,598,87,71,2081
Swift,Almost-prime,188,36,27,544
Swift,Anagrams,272,42,30,1116
Swift,Anonymous-recursion,72,11,9,182
Swift,Anti-primes,284,55,39,880
Swift,Arithmetic-Complex,186,26,21,661
Swift,Arithmetic-Integer,63,10,8,196
Swift,Arithmetic-geometric-mean,173,32,25,448
Swift,Array-concatenation,32,4,3,71
Swift,Arrays,84,7,5,299
Swift,Averages-Arithmetic-mean,51,7,6,164
Swift,Averages-Mode,272,29,17,991
Swift,Averages-Pythagorean-means,251,34,24,833
Swift,Babbage-problem,49,9,7,159
Swift,Balanced-brackets,50,10,5,163
Swift,Binary-search,126,11,10,390
Swift,Bitwise-operations,180,16,10,593
Swift,Bulls-and-cows,420,58,46,1521
Swift,Caesar-cipher,655,83,70,2099
Swift,Case-sensitivity-of-identifiers,38,5,4,120
Swift,Catalan-numbers,87,13,11,201
Swift,Classes,62,20,9,207
Swift,Comma-quibbling,166,24,20,590
Swift,Count-occurrences-of-a-substring,63,9,6,265
Swift,Create-a-two-dimensional-array-at-runtime,168,20,14,587
Swift,Cumulative-standard-deviation,157,29,20,465
Swift,Date-format,87,12,10,393
Swift,Day-of-the-week,122,17,14,477
Swift,Department-numbers,117,18,14,332
Swift,Dot-product,58,6,4,138
Swift,Empty-string,35,7,6,113
Swift,Entropy,120,15,12,352
Swift,Ethiopian-multiplication,200,27,21,550
Swift,Even-or-odd,32,4,1,98
Swift,Factorial,28,4,3,77
Swift,Factors-of-an-integer,36,7,6,125
Swift,Fibonacci-sequence,81,10,9,250
Swift,Filter,37,4,3,100
Swift,FizzBuzz,69,13,12,206
Swift,Function-composition,60,7,5,142
Swift,Gray-code,163,23,19,467
Swift,Greatest-common-divisor,255,39,20,634
Swift,Guess-the-number,115,18,14,435
Swift,Guess-the-number-With-feedback,169,24,18,659
Swift,Hailstone-sequence,195,35,22,609
Swift,Happy-numbers,136,26,23,435
Swift,Harshad-or-Niven-series,121,17,13,376
Swift,Haversine-formula,216,19,14,555
Swift,Horners-rule-for-polynomial-evaluation,57,6,4,149
Swift,Identity-matrix,55,8,6,159
Swift,Integer-comparison,154,18,14,527
Swift,JSON,160,20,16,536
Swift,Knapsack-problem-0-1,768,61,46,2254
Swift,Knuth-shuffle,224,32,18,777
Swift,Last-Friday-of-each-month,314,49,33,1485
Swift,Leap-year,90,8,6,242
Swift,Least-common-multiple,27,4,3,72
Swift,Levenshtein-distance,171,16,12,447
Swift,Logical-operations,46,6,5,125
Swift,Look-and-say-sequence,145,29,23,456
Swift,Loop-over-multiple-arrays-simultaneously,70,8,6,138
Swift,Loops-Break,70,12,11,174
Swift,Loops-Continue,43,9,8,140
Swift,Loops-Do-while,25,6,5,63
Swift,Loops-For,31,7,6,93
Swift,Loops-N-plus-one-half,35,9,8,109
Swift,Loops-Nested,63,10,8,190
Swift,Luhn-test-of-credit-card-numbers,107,11,9,320
Swift,Map-range,123,13,9,374
Swift,Middle-three-digits,104,17,16,294
Swift,Monty-Hall-problem,205,24,15,721
Swift,Multiplication-tables,150,21,15,477
Swift,Mutual-recursion,94,17,14,224
Swift,N-queens-problem,530,58,49,1379
Swift,Nth,148,30,27,446
Swift,Nth-root,210,37,28,633
Swift,Number-names,863,135,110,2467
Swift,Ordered-words,247,29,23,902
Swift,Palindrome-detection,132,20,16,509
Swift,Pangram-checker,93,17,13,372
Swift,Parsing-RPN-calculator-algorithm,451,59,50,1798
Swift,Pascals-triangle,122,23,22,409
Swift,Perfect-numbers,71,16,14,219
Swift,Pi,217,39,28,562
Swift,Population-count,180,26,20,528
Swift,Power-set,93,16,13,318
Swift,Primality-by-trial-division,92,18,15,313
Swift,Priority-queue,549,57,52,1997
Swift,Range-extraction,399,50,42,996
Swift,Real-constants-and-functions,79,12,10,257
Swift,Reverse-a-string,35,6,5,144
Swift,Roman-numerals-Decode,184,29,27,658
Swift,Rot-13,123,17,14,410
Swift,Run-length-encoding,114,16,12,440
Swift,Search-a-list,80,9,8,275
Swift,Set,537,28,27,1408
Swift,Short-circuit-evaluation,149,27,21,423
Swift,Sierpinski-carpet,128,18,15,463
Swift,Sierpinski-triangle,264,45,37,904
Swift,Sieve-of-Eratosthenes,295,28,27,866
Swift,Sleep,71,11,8,329
Swift,Sort-using-a-custom-comparator,135,31,26,447
Swift,Sorting-algorithms-Bubble-sort,134,18,16,396
Swift,Sorting-algorithms-Gnome-sort,163,23,21,453
Swift,Sorting-algorithms-Insertion-sort,69,11,9,221
Swift,Sorting-algorithms-Quicksort,108,12,10,406
Swift,Sorting-algorithms-Selection-sort,94,20,16,350
Swift,Stack,112,27,22,436
Swift,String-concatenation,25,5,4,76
Swift,String-matching,70,10,7,269
Swift,Substring,408,58,39,1704
Swift,Substring-Top-and-tail,58,5,4,225
Swift,Sum-and-product-of-an-array,74,7,5,177
Swift,Sum-digits-of-an-integer,167,22,19,632
Swift,Sum-multiples-of-3-and-5,75,19,13,173
Swift,Symmetric-difference,75,5,4,246
Swift,Take-notes-on-the-command-line,309,42,28,1216
Swift,Temperature-conversion,152,24,17,394
Swift,The-Twelve-Days-of-Christmas,290,30,26,965
Swift,Towers-of-Hanoi,98,10,8,213
Swift,Vector-products,344,40,32,919
Tcl,100-doors,416,47,36,1327
Tcl,100-prisoners,741,108,82,2490
Tcl,24-game,552,76,60,1923
Tcl,ABC-problem,197,22,19,601
Tcl,Accumulator-factory,181,29,22,653
Tcl,Ackermann-function,81,10,9,205
Tcl,Align-columns,408,49,44,1476
Tcl,Almost-prime,286,32,27,724
Tcl,Anagrams,177,25,20,592
Tcl,Anonymous-recursion,109,11,8,304
Tcl,Anti-primes,172,24,20,400
Tcl,Arbitrary-precision-integers-included-,171,28,16,547
Tcl,Arithmetic-Complex,138,10,8,331
Tcl,Arithmetic-Integer,141,12,9,379
Tcl,Arithmetic-geometric-mean,98,11,9,222
Tcl,Array-concatenation,42,4,3,67
Tcl,Arrays,52,9,6,128
Tcl,Averages-Arithmetic-mean,78,7,6,189
Tcl,Averages-Mode,165,19,15,463
Tcl,Averages-Pythagorean-means,254,24,22,704
Tcl,Babbage-problem,1610,150,96,5983
Tcl,Balanced-brackets,236,29,25,645
Tcl,Binary-search,245,26,25,817
Tcl,Bitwise-operations,171,14,12,492
Tcl,Bulls-and-cows,652,86,76,2345
Tcl,CSV-data-manipulation,204,30,19,622
Tcl,Caesar-cipher,225,24,20,706
Tcl,Case-sensitivity-of-identifiers,33,5,4,104
Tcl,Catalan-numbers,163,20,15,480
Tcl,Check-that-file-exists,92,16,12,331
Tcl,Classes,121,23,22,403
Tcl,Comma-quibbling,81,8,6,221
Tcl,Count-occurrences-of-a-substring,67,7,6,221
Tcl,Create-a-two-dimensional-array-at-runtime,116,17,12,317
Tcl,Create-an-HTML-table,347,42,35,1093
Tcl,Cumulative-standard-deviation,209,34,31,671
Tcl,Date-format,40,4,3,117
Tcl,Day-of-the-week,77,8,6,194
Tcl,Department-numbers,334,55,36,1143
Tcl,Detect-division-by-zero,158,16,14,429
Tcl,Determine-if-a-string-is-numeric,90,18,12,269
Tcl,Digital-root,115,13,11,332
Tcl,Dot-product,77,8,6,196
Tcl,Empty-string,51,4,3,146
Tcl,Entropy,91,11,10,311
Tcl,Ethiopian-multiplication,309,31,26,951
Tcl,Even-or-odd,97,10,6,260
Tcl,Factorial,77,13,9,226
Tcl,Factors-of-an-integer,96,13,12,277
Tcl,Fibonacci-sequence,75,10,9,191
Tcl,Filter,140,17,13,360
Tcl,Five-weekends,237,23,19,779
Tcl,FizzBuzz,88,6,5,196
Tcl,Function-composition,97,11,8,234
Tcl,Gray-code,130,15,13,343
Tcl,Greatest-common-divisor,39,4,3,104
Tcl,Guess-the-number,90,14,13,313
Tcl,Guess-the-number-With-feedback,181,21,20,607
Tcl,Hailstone-sequence,181,20,17,435
Tcl,Happy-numbers,128,17,15,364
Tcl,Harshad-or-Niven-series,208,19,13,602
Tcl,Haversine-formula,222,18,13,579
Tcl,Horners-rule-for-polynomial-evaluation,55,9,8,152
Tcl,Identity-matrix,74,8,7,170
Tcl,Integer-comparison,71,9,6,194
Tcl,JSON,39,6,4,121
Tcl,Knapsack-problem-0-1,630,76,62,2031
Tcl,Knuth-shuffle,169,18,16,403
Tcl,Last-Friday-of-each-month,150,9,6,378
Tcl,Leap-year,99,8,7,214
Tcl,Least-common-multiple,90,11,10,210
Tcl,Levenshtein-distance,327,30,23,852
Tcl,Logical-operations,55,6,5,130
Tcl,Look-and-say-sequence,208,22,20,594
Tcl,Loop-over-multiple-arrays-simultaneously,49,7,6,111
Tcl,Loops-Break,52,10,9,143
Tcl,Loops-Continue,57,9,8,140
Tcl,Loops-Do-while,54,4,3,138
Tcl,Loops-For,46,5,4,133
Tcl,Loops-N-plus-one-half,91,10,8,202
Tcl,Loops-Nested,93,15,13,328
Tcl,Loops-While,31,6,5,68
Tcl,Luhn-test-of-credit-card-numbers,146,14,13,352
Tcl,Map-range,72,7,6,178
Tcl,Middle-three-digits,538,92,50,1650
Tcl,Monty-Hall-problem,587,67,47,2174
Tcl,Multiplication-tables,174,12,11,366
Tcl,Mutual-recursion,170,22,20,389
Tcl,N-queens-problem,388,48,43,898
Tcl,Nth,121,16,14,311
Tcl,Nth-root,63,6,5,141
Tcl,Number-names,627,73,64,2011
Tcl,Number-reversal-game,386,44,36,1326
Tcl,Ordered-words,200,26,19,751
Tcl,Palindrome-detection,44,4,3,127
Tcl,Pangram-checker,87,9,8,294
Tcl,Parsing-RPN-calculator-algorithm,332,50,41,1000
Tcl,Pascals-triangle,164,19,17,473
Tcl,Perfect-numbers,61,8,7,143
Tcl,Pi,322,32,28,891
Tcl,Population-count,177,15,13,403
Tcl,Power-set,92,13,12,254
Tcl,Primality-by-trial-division,89,10,9,230
Tcl,Priority-queue,114,19,14,399
Tcl,Range-expansion,120,15,13,335
Tcl,Range-extraction,245,30,27,674
Tcl,Real-constants-and-functions,126,10,9,350
Tcl,Reverse-a-string,56,11,9,182
Tcl,Roman-numerals-Decode,78,5,4,158
Tcl,Rot-13,145,11,10,338
Tcl,Run-length-encoding,108,16,13,409
Tcl,Search-a-list,100,10,9,369
Tcl,Set,250,22,14,777
Tcl,Short-circuit-evaluation,153,20,18,451
Tcl,Sierpinski-carpet,170,23,19,515
Tcl,Sierpinski-triangle,161,24,20,515
Tcl,Sieve-of-Eratosthenes,271,27,18,833
Tcl,Sleep,57,9,8,196
Tcl,Sort-using-a-custom-comparator,107,14,12,376
Tcl,Sorting-algorithms-Bubble-sort,181,22,19,509
Tcl,Sorting-algorithms-Gnome-sort,193,25,22,524
Tcl,Sorting-algorithms-Insertion-sort,179,17,14,417
Tcl,Sorting-algorithms-Quicksort,166,16,13,413
Tcl,Sorting-algorithms-Selection-sort,206,21,18,544
Tcl,Stack,204,32,30,594
Tcl,String-concatenation,36,5,4,119
Tcl,String-matching,67,4,3,251
Tcl,Strip-whitespace-from-a-string-Top-and-tail,61,6,5,193
Tcl,Substring,227,17,10,752
Tcl,Substring-Top-and-tail,60,4,3,216
Tcl,Sum-and-product-of-an-array,38,4,3,88
Tcl,Sum-digits-of-an-integer,113,16,15,322
Tcl,Sum-multiples-of-3-and-5,98,10,7,288
Tcl,Symmetric-difference,131,16,10,401
Tcl,Take-notes-on-the-command-line,111,18,13,364
Tcl,Temperature-conversion,81,8,7,203
Tcl,The-Twelve-Days-of-Christmas,190,24,22,637
Tcl,Towers-of-Hanoi,124,16,13,351
Tcl,Vector-products,183,19,18,389
TypeScript,100-doors,118,23,18,374
TypeScript,99-bottles-of-beer,126,19,17,470
TypeScript,Almost-prime,179,27,23,487
TypeScript,Averages-Arithmetic-mean,92,16,14,301
TypeScript,Balanced-brackets,376,45,38,1343
TypeScript,Caesar-cipher,155,15,11,489
TypeScript,Catalan-numbers,109,10,8,227
TypeScript,Day-of-the-week,112,11,9,311
TypeScript,Department-numbers,122,13,11,306
TypeScript,Digital-root,183,24,20,485
TypeScript,Ethiopian-multiplication,195,31,24,648
TypeScript,Function-composition,116,15,10,378
TypeScript,Gray-code,209,28,23,594
TypeScript,Greatest-common-divisor,96,18,15,248
TypeScript,Haversine-formula,255,25,16,724
TypeScript,Identity-matrix,118,15,14,377
TypeScript,Least-common-multiple,106,18,13,304
TypeScript,Levenshtein-distance,157,16,14,424
TypeScript,Loop-over-multiple-arrays-simultaneously,89,7,5,230
TypeScript,Loops-For,57,8,7,156
TypeScript,Map-range,103,15,12,244
TypeScript,Multiplication-tables,148,15,12,422
TypeScript,Nth,198,24,20,553
TypeScript,Palindrome-detection,185,18,14,718
TypeScript,Pascals-triangle,267,32,24,829
TypeScript,Pi,326,41,36,1055
TypeScript,Sorting-algorithms-Quicksort,527,65,53,1567
TypeScript,Sum-digits-of-an-integer,200,21,17,601
VBA,100-doors,561,53,40,1732
VBA,100-prisoners,1258,146,111,4539
VBA,24-game,1212,124,105,4569
VBA,ABC-problem,349,35,30,989
VBA,Ackermann-function,214,30,29,740
VBA,Align-columns,685,66,53,2125
VBA,Almost-prime,250,33,31,856
VBA,Anagrams,1635,163,139,5258
VBA,Anonymous-recursion,85,15,13,257
VBA,Anti-primes,224,31,30,735
VBA,Arithmetic-Complex,716,89,74,1993
VBA,Arithmetic-Integer,186,18,14,596
VBA,Arithmetic-geometric-mean,106,13,12,325
VBA,Array-concatenation,275,26,21,738
VBA,Arrays,206,30,23,602
VBA,Averages-Arithmetic-mean,241,29,28,677
VBA,Averages-Mode,59,8,7,153
VBA,Averages-Pythagorean-means,161,17,16,590
VBA,Babbage-problem,137,14,9,406
VBA,Balanced-brackets,436,67,54,1332
VBA,Binary-search,138,20,16,437
VBA,Bitwise-operations,181,12,11,530
VBA,Bulls-and-cows,710,74,67,2468
VBA,CSV-data-manipulation,75,8,7,237
VBA,Caesar-cipher,410,35,31,1365
VBA,Case-sensitivity-of-identifiers,92,11,7,338
VBA,Catalan-numbers,239,35,29,643
VBA,Check-that-file-exists,128,19,15,424
VBA,Classes,238,38,21,848
VBA,Comma-quibbling,162,17,14,483
VBA,Count-occurrences-of-a-substring,38,4,3,144
VBA,Create-a-two-dimensional-array-at-runtime,200,20,12,702
VBA,Create-an-HTML-table,484,55,40,1439
VBA,Date-format,32,5,4,130
VBA,Day-of-the-week,114,14,11,390
VBA,Detect-division-by-zero,113,15,12,390
VBA,Determine-if-a-string-is-numeric,145,17,15,516
VBA,Digital-root,199,26,25,646
VBA,Dot-product,57,8,6,213
VBA,Empty-string,136,18,7,516
VBA,Ethiopian-multiplication,78,9,8,297
VBA,Even-or-odd,387,39,26,1190
VBA,Factorial,230,29,25,697
VBA,Factors-of-an-integer,119,15,14,411
VBA,Fibonacci-sequence,92,13,12,278
VBA,Filter,420,48,38,1414
VBA,Five-weekends,208,23,21,679
VBA,FizzBuzz,137,20,17,410
VBA,Greatest-common-divisor,52,10,9,158
VBA,Guess-the-number,86,10,9,313
VBA,Hailstone-sequence,426,55,52,1346
VBA,Happy-numbers,239,30,25,773
VBA,Harshad-or-Niven-series,220,26,22,668
VBA,Haversine-formula,215,17,14,649
VBA,Horners-rule-for-polynomial-evaluation,68,13,10,226
VBA,Identity-matrix,65,9,8,184
VBA,Integer-comparison,129,8,7,608
VBA,Knapsack-problem-0-1,732,59,55,1918
VBA,Knuth-shuffle,522,50,48,1622
VBA,Leap-year,34,4,3,120
VBA,Least-common-multiple,84,13,12,247
VBA,Levenshtein-distance,345,42,36,1015
VBA,Look-and-say-sequence,387,50,39,1274
VBA,Loop-over-multiple-arrays-simultaneously,96,12,9,252
VBA,Loops-Break,62,11,10,223
VBA,Loops-Continue,70,13,11,290
VBA,Loops-Do-while,48,9,8,164
VBA,Loops-For,65,12,11,204
VBA,Loops-N-plus-one-half,60,9,8,180
VBA,Loops-Nested,159,21,20,503
VBA,Loops-While,46,9,8,158
VBA,Luhn-test-of-credit-card-numbers,258,28,26,749
VBA,Middle-three-digits,254,22,19,719
VBA,Monty-Hall-problem,365,39,35,1177
VBA,Multiplication-tables,215,30,24,754
VBA,Mutual-recursion,153,27,24,463
VBA,N-queens-problem,564,59,57,1826
VBA,Nth,214,21,18,658
VBA,Nth-root,253,28,27,670
VBA,Number-names,1101,115,105,3593
VBA,Number-reversal-game,468,61,55,1669
VBA,Ordered-words,608,77,56,2302
VBA,Palindrome-detection,48,6,5,197
VBA,Pangram-checker,101,15,13,332
VBA,Parsing-RPN-calculator-algorithm,595,87,71,1981
VBA,Pascals-triangle,293,31,30,874
VBA,Perfect-numbers,245,30,29,834
VBA,Population-count,295,37,35,862
VBA,Power-set,400,47,44,1466
VBA,Primality-by-trial-division,182,28,25,568
VBA,Priority-queue,614,80,79,1928
VBA,Range-expansion,347,47,35,1152
VBA,Range-extraction,716,71,60,1922
VBA,Reverse-a-string,130,15,11,457
VBA,Roman-numerals-Decode,372,35,28,1047
VBA,Run-length-encoding,308,38,34,899
VBA,Search-a-list,376,33,30,1325
VBA,Set,1028,125,107,3991
VBA,Short-circuit-evaluation,234,34,32,779
VBA,Sierpinski-carpet,171,24,21,522
VBA,Sierpinski-triangle,117,17,16,363
VBA,Sieve-of-Eratosthenes,160,32,16,447
VBA,Sleep,49,6,5,196
VBA,Sorting-algorithms-Bubble-sort,222,28,26,724
VBA,Sorting-algorithms-Gnome-sort,198,26,24,586
VBA,Sorting-algorithms-Insertion-sort,196,23,21,587
VBA,Sorting-algorithms-Quicksort,539,64,53,1606
VBA,Sorting-algorithms-Selection-sort,98,19,17,252
VBA,Stack,218,38,21,794
VBA,String-concatenation,79,12,9,270
VBA,String-matching,334,32,24,1245
VBA,Strip-whitespace-from-a-string-Top-and-tail,103,12,7,373
VBA,Substring,209,24,11,729
VBA,Sum-and-product-of-an-array,73,7,6,214
VBA,Sum-multiples-of-3-and-5,135,13,12,363
VBA,Temperature-conversion,296,25,21,952
VBA,The-Twelve-Days-of-Christmas,181,17,16,532
VBA,Vector-products,328,27,22,1021
Visual Basic (.Net),100-doors,124,20,14,420
Visual Basic (.Net),100-prisoners,428,66,52,1772
Visual Basic (.Net),Align-columns,729,66,55,2986
Visual Basic (.Net),Almost-prime,282,45,39,1243
Visual Basic (.Net),Anagrams,476,65,45,1704
Visual Basic (.Net),Anti-primes,195,36,29,742
Visual Basic (.Net),Arbitrary-precision-integers-included-,581,44,36,1837
Visual Basic (.Net),Arithmetic-Integer,120,15,14,376
Visual Basic (.Net),Arithmetic-geometric-mean,504,37,30,1656
Visual Basic (.Net),Array-concatenation,63,6,4,168
Visual Basic (.Net),Arrays,317,32,17,1122
Visual Basic (.Net),Averages-Pythagorean-means,202,29,21,773
Visual Basic (.Net),Babbage-problem,178,27,20,680
Visual Basic (.Net),Balanced-brackets,378,45,36,1536
Visual Basic (.Net),Binary-search,132,18,14,474
Visual Basic (.Net),Bitwise-operations,84,9,8,240
Visual Basic (.Net),Bulls-and-cows,473,57,48,1999
Visual Basic (.Net),Caesar-cipher,229,32,24,895
Visual Basic (.Net),Catalan-numbers,534,75,60,1978
Visual Basic (.Net),Check-that-file-exists,152,14,8,714
Visual Basic (.Net),Classes,130,30,22,488
Visual Basic (.Net),Comma-quibbling,316,42,34,1367
Visual Basic (.Net),Count-occurrences-of-a-substring,184,21,19,724
